minimizedAffinity,name,RFScoreVS_v2
-8.82238,ZINC000117348217,5.9516999411
-8.81466,ZINC000117348217,5.95145556141
-7.83804,ZINC000377646411,6.02776666058
-7.64528,ZINC000377646411,6.01755887655
-7.58973,ZINC000377646411,5.99248704672
-7.57386,ZINC000377646411,5.99688022277
-7.51882,ZINC000377646411,6.06715140146
-7.47677,ZINC000377646411,6.01553957458
-7.46154,ZINC000377646411,6.01058869157
-7.41302,ZINC000377646411,6.01781739851
-7.36192,ZINC000377646411,5.98385385342
-9.16193,ZINC000135539613,5.95
-8.29957,ZINC000135539613,5.95
-8.19238,ZINC000135539613,5.95
-7.72724,ZINC000135539613,5.95
-7.71070,ZINC000135539613,5.95
-7.45577,ZINC000135539613,5.95
-7.41587,ZINC000135539613,5.95
-7.23173,ZINC000135539613,5.95
-7.19627,ZINC000135539613,5.95801721463
-8.67483,ZINC000289915250,5.95874286405
-8.57286,ZINC000289915250,5.95597129429
-8.52925,ZINC000289915250,5.98788309213
-8.30507,ZINC000289915250,5.97819302004
-8.22547,ZINC000289915250,5.97536618501
-7.82467,ZINC000289915250,5.96744365205
-7.81989,ZINC000289915250,5.97703134284
-7.76942,ZINC000289915250,5.96871478152
-7.40387,ZINC000289915250,5.97639304232
-9.42338,ZINC000332615244,6.01170998179
-9.35386,ZINC000332615244,5.98263503475
-8.88543,ZINC000332615244,6.0528497054
-8.75038,ZINC000332615244,6.00656087692
-8.51679,ZINC000332615244,5.9860897296
-8.48814,ZINC000332615244,6.002830424
-8.39091,ZINC000332615244,5.98512234629
-8.35095,ZINC000332615244,6.00533786972
-8.33719,ZINC000332615244,6.03693160728
-7.78376,ZINC000304720724,5.98828644573
-7.56380,ZINC000304720724,5.9515424928
-7.47532,ZINC000304720724,5.95306297212
-7.43595,ZINC000304720724,5.95383061714
-7.36522,ZINC000304720724,5.95119336332
-7.21181,ZINC000304720724,5.95331109664
-7.08732,ZINC000304720724,5.97674146289
-7.05913,ZINC000304720724,5.95638764418
-6.91658,ZINC000304720724,5.95548647013
-9.50745,ZINC000547642529,6.11232975773
-9.32754,ZINC000547642529,6.09909614981
-9.24258,ZINC000547642529,6.08740219155
-9.02526,ZINC000547642529,6.10063596507
-8.68149,ZINC000547642529,6.06749540258
-8.55572,ZINC000547642529,6.00419032777
-8.53872,ZINC000547642529,6.11159826421
-8.48227,ZINC000547642529,6.03724749354
-8.46467,ZINC000547642529,6.05366600173
-9.24156,ZINC000112857579,6.04082085343
-8.75403,ZINC000112857579,6.02728244393
-8.38822,ZINC000112857579,6.00784710416
-8.33414,ZINC000112857579,5.97110073016
-8.20236,ZINC000112857579,6.00175967746
-8.12928,ZINC000112857579,6.02940919813
-8.08281,ZINC000112857579,5.98787792018
-7.38816,ZINC000112857579,5.98588133042
-7.34516,ZINC000112857579,5.98113154656
-9.93372,ZINC000451479054,6.05417205599
-9.75661,ZINC000451479054,6.05650508094
-9.32168,ZINC000451479054,6.00539568959
-9.30651,ZINC000451479054,6.05915484437
-8.89622,ZINC000451479054,6.00041409988
-8.73653,ZINC000451479054,6.02985156001
-8.60270,ZINC000451479054,5.97146090255
-8.51761,ZINC000451479054,5.98876396148
-8.44294,ZINC000451479054,5.99605772341
-9.16841,ZINC000609540377,6.00521839966
-8.92092,ZINC000609540377,5.9592116654
-8.88251,ZINC000609540377,5.98910685341
-8.68686,ZINC000609540377,5.98001143456
-8.59257,ZINC000609540377,5.99379897471
-8.12635,ZINC000609540377,5.99327868751
-8.10273,ZINC000609540377,6.05359999532
-7.92714,ZINC000609540377,5.97394864035
-7.87704,ZINC000609540377,6.05006149976
-7.48359,ZINC000298433681,5.96565926245
-7.44895,ZINC000298433681,5.98876428632
-7.29092,ZINC000298433681,5.9999506255
-7.22400,ZINC000298433681,6.01770580502
-7.09988,ZINC000298433681,5.98577154251
-7.08904,ZINC000298433681,5.96931344012
-7.06793,ZINC000298433681,5.97999594841
-6.86057,ZINC000298433681,5.99078447414
-6.71739,ZINC000298433681,5.99425044034
-10.35989,ZINC000355327118,6.03610127232
-9.75110,ZINC000355327118,6.01771487071
-9.59711,ZINC000355327118,6.05943905137
-9.21565,ZINC000355327118,6.01134494474
-8.64513,ZINC000355327118,6.07332246203
-8.63927,ZINC000355327118,6.00015774017
-7.95656,ZINC000355327118,5.97697027711
-7.82535,ZINC000355327118,6.01853126935
-7.76273,ZINC000355327118,6.06357343159
-9.65885,ZINC000267294321,6.00121654049
-9.58241,ZINC000267294321,5.99053602077
-9.03342,ZINC000267294321,5.96285317947
-9.02320,ZINC000267294321,6.00114149715
-8.71950,ZINC000267294321,5.98563691439
-8.70279,ZINC000267294321,5.96103626478
-8.63849,ZINC000267294321,5.97456706724
-8.04079,ZINC000267294321,5.98941143915
-8.02283,ZINC000267294321,5.96667411422
-9.24149,ZINC000375299581,6.03684307061
-9.21215,ZINC000375299581,5.98068141546
-8.79236,ZINC000375299581,6.09137667639
-8.68296,ZINC000375299581,5.97242709964
-8.55566,ZINC000375299581,5.97965767516
-8.42842,ZINC000375299581,6.0079345561
-8.40065,ZINC000375299581,5.9559842535
-8.27840,ZINC000375299581,5.99111704758
-7.94707,ZINC000375299581,6.01785732934
-8.38173,ZINC000247477468,5.97542920665
-8.36339,ZINC000247477468,5.99061961389
-8.21742,ZINC000247477468,5.97472508564
-8.12159,ZINC000247477468,5.9721478809
-8.03470,ZINC000247477468,5.95957973968
-7.97634,ZINC000247477468,5.9634613833
-7.66299,ZINC000247477468,5.97553116155
-7.52219,ZINC000247477468,5.98070788722
-7.51596,ZINC000247477468,5.97659315955
-9.78995,ZINC000681711644,5.99652373816
-9.71231,ZINC000681711644,6.01511474843
-9.41834,ZINC000681711644,5.97014114857
-9.40643,ZINC000681711644,5.96938047393
-8.83687,ZINC000681711644,5.96865435585
-8.81314,ZINC000681711644,5.99589453151
-8.78700,ZINC000681711644,6.02915024196
-8.61942,ZINC000681711644,6.01037072026
-8.54155,ZINC000681711644,5.97384733927
-9.60314,ZINC000615622500,6.10360295186
-9.44648,ZINC000615622500,6.01333672419
-9.23273,ZINC000615622500,6.20645264882
-9.09368,ZINC000615622500,5.97708295511
-9.02193,ZINC000615622500,6.04591571003
-9.00267,ZINC000615622500,6.03715670756
-8.91976,ZINC000615622500,6.00635064328
-8.63062,ZINC000615622500,6.01148123439
-8.56795,ZINC000615622500,6.05084855915
-8.59196,ZINC000248536951,5.96027242435
-8.57016,ZINC000248536951,5.95
-8.51344,ZINC000248536951,5.95108970004
-8.39910,ZINC000248536951,5.9512700533
-8.31412,ZINC000248536951,5.95496359655
-8.29148,ZINC000248536951,5.96292758575
-8.21335,ZINC000248536951,5.95549950396
-8.02410,ZINC000248536951,5.95
-8.00607,ZINC000248536951,5.95940686022
-8.94348,ZINC000245899191,5.98286557789
-8.74498,ZINC000245899191,5.99214582985
-8.47571,ZINC000245899191,5.96641176708
-8.28413,ZINC000245899191,6.03108677421
-8.27404,ZINC000245899191,5.97319996673
-8.24429,ZINC000245899191,6.00367943425
-8.21223,ZINC000245899191,5.96135741658
-8.19336,ZINC000245899191,5.96159794001
-8.06720,ZINC000245899191,6.03424212401
-9.98530,ZINC000375310940,5.98225055309
-9.74810,ZINC000375310940,5.96060848633
-9.65954,ZINC000375310940,5.9680843867
-9.52237,ZINC000375310940,5.99086871732
-9.30013,ZINC000375310940,5.98355419888
-9.22426,ZINC000375310940,5.99427819433
-9.18449,ZINC000375310940,5.97969563233
-9.17713,ZINC000375310940,5.99249119335
-9.08508,ZINC000375310940,5.97699671717
-9.00651,ZINC000631235817,5.99435062181
-8.83077,ZINC000631235817,6.02033274466
-8.59983,ZINC000631235817,6.03060781268
-8.57533,ZINC000631235817,5.99971962942
-8.52607,ZINC000631235817,6.03376737213
-8.23004,ZINC000631235817,6.0423237152
-8.14391,ZINC000631235817,6.02058969236
-7.97187,ZINC000631235817,6.0247715419
-7.89837,ZINC000631235817,6.02968068738
-9.20609,ZINC000179028195,5.9563427261
-9.13091,ZINC000179028195,5.95877593997
-8.88503,ZINC000179028195,5.95518051997
-8.84343,ZINC000179028195,5.97568414459
-8.77598,ZINC000179028195,5.95894116925
-8.56747,ZINC000179028195,5.97556918862
-8.21195,ZINC000179028195,5.97044388621
-8.12664,ZINC000179028195,5.95428302996
-8.07449,ZINC000179028195,5.96456812153
-8.73147,ZINC000368074394,5.99177877406
-8.59043,ZINC000368074394,5.96733632786
-8.42783,ZINC000368074394,5.96477089145
-8.26168,ZINC000368074394,5.98050200224
-8.18593,ZINC000368074394,5.97839850169
-8.15502,ZINC000368074394,5.98491846637
-8.13839,ZINC000368074394,5.97780524553
-8.12879,ZINC000368074394,6.0210793126
-8.05380,ZINC000368074394,5.99830185467
-8.85782,ZINC000279624908,6.0026486839
-8.83718,ZINC000279624908,5.9628825546
-8.82103,ZINC000279624908,5.98595238863
-8.80054,ZINC000279624908,5.97376814924
